SourceOccurrenceId	SourceTaxonId	Kingdom	Phylum	Class	Order/Subclass/Superorder	Superfamily	Family	Species	IUCN Status	Habitat	Citation	ReportedSpeciesName	ReportedSourceFamily	TypeOfIncon	LocalityID	LocalityName	YYYY	DOI	referenceUrl	ReferenceCitation
44	WORMS:511863	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Columbellidae	Pictocolumbella ocellata (Link, 1807)	Not Evaluated	Marine	Shabdin et al. (2014)	Pyrene ocellata		Unaccepted	1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
45	WORMS:511863	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Columbellidae	Pictocolumbella ocellata (Link, 1807)	Not Evaluated	Marine	Matsumoto et al. (2017)	Pictocolumbella ocellata	Columbellidae		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
46	WORMS:208024	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Columbellidae	Pyrene flava (Bruguière, 1789)	Not Evaluated	Marine	Wong and Arshad (2011)	Pyrene flava Bruguière	Columbellidae	YearChanged	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
47	WORMS:511643	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Columbellidae	Pyrene obscura (G. B. Sowerby I, 1844)	Not Evaluated	Marine	Shabdin et al. (2014)	Pyrene obscura			1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
48	WORMS:215525	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus capitaneus Linnaeus, 1758	Least Concern	Marine	Wong and Arshad (2011)	Conus capitaneus Linnaeus, 1758	Conidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
49	WORMS:215469	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus figulinus Linnaeus, 1758	Least Concern	Marine	Abu Hena et al. (2016)	Conus cf. figulinus			1743770	Sibuti	2016		https://www.researchgate.net/publication/309589750_Diversity_of_Macro-benthos_in_the_Mangrove_Forest_of_Kuala_Sibuti_Miri_Sarawak	Abu Hena, M. K., Idris, M. H., Khairul, R. M. Y., Bhuiyan, M. K. A., Hoque, N., & Kumar, U. (2016). Diversity of macro-benthos in the mangrove forest of Kuala Sibuti, Miri, Sarawak. Malaysia International Biology Symposium (i-SIMBIOMAS 2016).
50	WORMS:215520	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus generalis Linnaeus, 1767	Least Concern	Marine	Wong and Arshad (2011)	Conus generalis Linnaeus, 1767	Conidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
51	WORMS:215429	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus magus Linnaeus, 1758	Least Concern	Marine	Matsumoto et al. (2017)	Conus magus	Conidae 		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
52	WORMS:215457	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus marmoreus Linnaeus, 1758	Least Concern	Marine	Wong and Arshad (2011)	Conus marmoreus Linnaeus, 1758	Conidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
53	WORMS:420216	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus mus Hwass in Bruguière, 1792	Least Concern	Marine	Wong and Arshad (2011)	Conus mus Hwass in Bruguière, 1792	Conidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
54	WORMS:215475	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus planorbis Born, 1778	Least Concern	Marine	Wong and Arshad (2011)	Conus planorbis Born, 1778	Conidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
55	WORMS:428247	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus praecellens A. Adams, 1854	Least Concern	Marine	Morni et al. (2017)	Conus praecellens A. Adams, 1854	Conidae 		1733038	EEZ, Sarawak	2017		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5300008/	Morni, W. Z. W., Rahim, S. A. K. A., Rumpet, R., Musel, J., & Hassan, R. (2017). Checklist of Gastropods from the Exclusive Economic Zone (EEZ), Sarawak, Malaysia. Tropical Life Sciences Research, 28(1), 117–129.
56	WORMS:215439	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus quercinus [Lightfoot], 1786	Least Concern	Marine	Wong and Arshad (2011)	Conus quercinus [Lightfoot], 1786	Conidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
57	WORMS:215519	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus tessulatus Born, 1778	Least Concern	Marine	Wong and Arshad (2011)	Conus tessulatus Born, 1778	Conidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
58	WORMS:215529	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus textile Linnaeus, 1758	Least Concern	Marine	Wong and Arshad (2011)	Conus textile Linnaeus, 1758	Conidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
59	WORMS:215516	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus vexillum Gmelin, 1791	Least Concern	Marine	Shabdin et al. (2014)	Conus vexillum			1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
60	WORMS:215516	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus vexillum Gmelin, 1791	Least Concern	Marine	Wong and Arshad (2011)	Conus vexillum Gmelin, 1791	Conidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
61	WORMS:215569	Animalia	Mollusca	Gastropoda	Neogastropoda	Conoidea	Conidae	Conus virgo Linnaeus, 1758	Least Concern	Marine	Wong and Arshad (2011)	Conus virgo Linnaeus, 1758	Conidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
62	WORMS:476584	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Septa flaveola (Röding, 1798) 	Not Evaluated	Marine	Wong and Arshad (2011)	Cymatium flaveolum (Roeding, 1798)	Ranellidae	Unaccepted (synonym)	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
63	WORMS:476476	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Cymatium tigrinum (Broderip, 1833)	Not Evaluated	Marine	Shabdin (2010)	Cymatium tigrinum (Broderip, 1833)			1735843	Rajang delta	2010		https://www.ums.edu.my/ibtpv2/images/publication/JTBC/JTBC-VOL-7/2%20-%20shabdin.pdf	Shabdin, Mohd Long. (2010). Macrofauna of Rajang River, Sarawak, Malaysian Borneo. Journal of Tropical Biology and Conservation, 7(1), 11–30.
64	WORMS:476506	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Gyrineum natator (Röding, 1798)	Not Evaluated	Marine	Al-Asif et al. (2020)	Gyrineum natator	Cymatiidae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
65	WORMS:208004	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Gyrineum pusillum (Broderip, 1833)	Not Evaluated	Marine	Wong and Arshad (2011)	Gyrineum pussillum (Broderip, 1833)	Ranellidae	FamilyChanged	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
66	WORMS:476511	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Lotoria lotoria (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Cymatium lotorium (Linnaeus, 1758)	Ranellidae	FamilyChanged	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
67	WORMS:476529	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Monoplex nicobaricus (Röding, 1798)	Not Evaluated	Marine	Wong and Arshad (2011)	Cymatium nicobaricum (Röding, 1798)	Ranellidae	Unaccepted	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
68	WORMS:476533	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Monoplex pilearis (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Cymatium (Septa) pileare (Linnaeus, 1758)	Ranellidae	Unaccepted	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
69	WORMS:476538	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Monoplex vespaceus (Lamarck, 1822)	Not Evaluated	Marine	Wong and Arshad (2011)	Cymatium vespaceum (Lamarck, 1822)	Ranellidae	Unaccepted	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
70	WORMS:217019	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Ranularia caudata (Gmelin, 1791)	Not Evaluated	Marine	Morni et al. (2017)	Ranularia caudata (Gmelin, 1791)	Ranellidae 	FamilyChanged	1733038	EEZ, Sarawak	2017		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5300008/	Morni, W. Z. W., Rahim, S. A. K. A., Rumpet, R., Musel, J., & Hassan, R. (2017). Checklist of Gastropods from the Exclusive Economic Zone (EEZ), Sarawak, Malaysia. Tropical Life Sciences Research, 28(1), 117–129.
71	WORMS:476566	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Reticutriton pfeifferianus (Reeve, 1844)	Not Evaluated	Marine	Morni et al. (2017)	Reticutriton pfeifferianus (Reeve, 1844)	Ranellidae 	FamilyChanged	1733038	EEZ, Sarawak	2017		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5300008/	Morni, W. Z. W., Rahim, S. A. K. A., Rumpet, R., Musel, J., & Hassan, R. (2017). Checklist of Gastropods from the Exclusive Economic Zone (EEZ), Sarawak, Malaysia. Tropical Life Sciences Research, 28(1), 117–129.
72	WORMS:476585	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Septa hepatica (Röding, 1798)	Not Evaluated	Marine	Wong and Arshad (2011)	Cymatium hepaticum (Röding, 1798)	Ranellidae	Unaccepted	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
73	WORMS:476595	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Cymatiidae	Turritriton tenuiliratus (Lischke, 1873)	Not Evaluated	Marine	Wong and Arshad (2011)	Cymatium tenuiliratum (Lischke, 1873)	Ranellidae	Unaccepted	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
74	WORMS:527787	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Arestorides argus (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Cypraea argus Linnaeus, 1758	Ranellidae	Unaccepted (original combination)	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
75	WORMS:216843	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Cypraea tigris Linnaeus, 1758	Not Evaluated	Marine	Wong and Arshad (2011)	Cypraea tigris Linnaeus, 1758	Ranellidae	FamilyChanged	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
76	WORMS:216861	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Erronea caurica (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Cypraea caurica Linnaeus, 1758	Ranellidae	Unaccepted (original combination)	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
77	WORMS:709397	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Ficadusta pulchella (Swainson, 1823)	Not Evaluated	Marine	Morni et al. (2017)	Erronea pulchella (Melvill & Standen, 1904)	Cypraeidae	Unaccepted	1733038	EEZ, Sarawak	2017		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5300008/	Morni, W. Z. W., Rahim, S. A. K. A., Rumpet, R., Musel, J., & Hassan, R. (2017). Checklist of Gastropods from the Exclusive Economic Zone (EEZ), Sarawak, Malaysia. Tropical Life Sciences Research, 28(1), 117–129.
78	WORMS:396637	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Leporicypraea mappa (Linnaeus, 1758)	Not Evaluated	Marine	Morni et al. (2017)	Leporicypraea mappa (Linnaeus, 1758)	Cypraeidae		1733038	EEZ, Sarawak	2017		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5300008/	Morni, W. Z. W., Rahim, S. A. K. A., Rumpet, R., Musel, J., & Hassan, R. (2017). Checklist of Gastropods from the Exclusive Economic Zone (EEZ), Sarawak, Malaysia. Tropical Life Sciences Research, 28(1), 117–129.
79	WORMS:458728	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Luria pulchra (Gray, 1824)	Not Evaluated	Marine	Wong and Arshad (2011)	Cypraea pulchra Gray, 1824	Ranellidae	Unaccepted (original combination)	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
80	WORMS:216866	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Lyncina carneola (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Cypraea carneola Linnaeus, 1758	Ranellidae	Unaccepted (original combination)	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
81	WORMS:578038	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Lyncina ventriculus (Lamarck, 1810)	Not Evaluated	Marine	Wong and Arshad (2011)	Cypraea ventriculus Lamarck, 1810	Ranellidae	Unaccepted (original combination)	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
